,eyebrow_eye_dist,mouth_nose_dist,inner_outer_lip_dist,eye_width,eye_height,eyebrow_arch,mouth_corner_angle,nose_bridge_angle,eye_aspect_ratio,mouth_aspect_ratio,mouth_area,eye_area,eye_height_symmetry,mouth_corner_symmetry,face_width_height_ratio,lower_upper_face_ratio,top_lip_curvature,nose_wrinkle,brow_inner_distance,left_brow_slope,right_brow_slope,cheek_distance,vertical_mouth_openness,left_eye_openness,right_eye_openness,eye_openness_ratio,forehead_height
mouth_area,0.2939654550014678,-0.10151353687723295,-0.08766061893902427,0.6802590961188129,0.019742792866015334,0.502840676806578,0.21891678105070014,-0.07659014173612029,-0.30062131334273107,-0.1700913897390727,1.0,0.7965167080528439,0.11517815569213423,0.25952211370560435,-0.22176137095264858,,-0.23279684881701299,0.32018980472290204,-0.1848067602621511,-0.24553721461070138,-0.5010269545656653,0.2297047921829658,-0.08766061893902427,0.019742792866015334,-0.0719488631835505,0.22940719560677056,-0.04613310411979325
eye_area,0.16312212266415543,0.06586902042767177,0.0700657120186246,0.4355830972261483,0.05980340654008827,0.26908291494340686,0.09527862039172169,-0.09490418217020387,-0.14405927804023494,0.04442243243958689,0.7965167080528439,1.0,0.14324161882791767,0.24808631948834065,-0.24512994753721093,,-0.11182402948198482,0.3311099727335119,-0.061740206883073266,-0.31473052361215287,-0.6301623755138657,0.11778264086614484,0.0700657120186246,0.05980340654008827,0.0033203894650175574,0.16361190950076687,-0.2865587536158122
eye_height_symmetry,0.10035604507360484,0.054391747364181245,0.008671535982399888,-0.003881905240058569,0.002587890392884547,-0.07603786581463574,-0.06516551210712095,-0.20967320124223573,0.022932451958560494,0.0030361895404576364,0.11517815569213423,0.14324161882791767,1.0,0.24237845454263351,-0.1982367242719632,,-0.013033115885782431,0.17297897983081323,-0.07488636300977912,0.08641757562420488,-0.12365495153810892,0.01042161627465412,0.008671535982399888,0.002587890392884547,0.012774255468395198,0.0898733972107257,0.0013520027320252028
mouth_corner_symmetry,0.3405887342259549,0.1937986245108343,0.08475306888016476,0.12099532869587011,0.15857517947814562,-0.18237443265096093,-0.13093091070720989,-0.11322315849817449,0.1623477214438208,0.04514100338801569,0.25952211370560435,0.24808631948834065,0.24237845454263351,1.0,-0.5264301380765821,,-0.05292801830624611,0.4849678210763141,-0.1362319267363315,0.23192944915630856,-0.262893107548555,0.18563714856821809,0.08475306888016476,0.15857517947814562,0.17431931106031637,-0.016740685765025635,0.024405304573494633
face_width_height_ratio,-0.4244615140984746,-0.377497493717998,-0.23485328966073013,-0.07414544368371451,-0.3897491054155866,0.255373158557645,0.14117622541563254,0.029873675228395045,-0.39378723959416717,-0.221494582856163,-0.22176137095264858,-0.24512994753721093,-0.19823672427196318,-0.5264301380765821,1.0,,0.013841794795847835,-0.6481052662016704,-0.02938022753447779,-0.2351671075280973,0.20090941073637072,0.03421677332118093,-0.23485328966073013,-0.3897491054155866,-0.39782208938072317,0.0011724782084132713,-0.031549077681517
lower_upper_face_ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,
top_lip_curvature,0.31844028572117283,0.6391399756668493,0.5113760481458686,-0.05563471578493501,-0.09420084258222393,0.1396526740668905,-0.8704264749736058,-0.07305252926753437,-0.066567790980987,0.5907436351664406,-0.23279684881701299,-0.11182402948198482,-0.013033115885782431,-0.05292801830624611,0.013841794795847835,,1.0,-0.536872348623018,-0.0675901367403573,-0.25965627520776535,0.21277885839900149,0.18382606693615297,0.5113760481458686,-0.09420084258222393,-0.09969298445156338,0.00974924511094688,-0.10416777257418577
nose_wrinkle,0.044536037986642546,-0.15457724161885242,-0.1849567757136771,0.16134494247789938,0.42643363181209104,-0.23120788840966452,0.3258377985247289,0.041272382022318546,0.3964011968944669,-0.20946925568901,0.320189804722902,0.33110997273351195,0.17297897983081323,0.4849678210763141,-0.6481052662016705,,-0.536872348623018,1.0,0.11432966528000582,0.35600199471049404,-0.35445299224518767,0.03822709652126526,-0.1849567757136771,0.42643363181209104,0.42736545092838785,0.024343974924505955,0.10749898515567598
brow_inner_distance,0.27034040478287535,0.008514156829370064,0.027136149944757035,0.15544784180011642,0.48375581763308767,0.1288804853780072,0.04170893503596204,0.12938480703921398,0.3859050223050468,0.11190658935163014,-0.1848067602621511,-0.061740206883073266,-0.07488636300977912,-0.1362319267363315,-0.02938022753447779,,-0.0675901367403573,0.11432966528000582,1.0,0.05239672029760524,-0.031300678682817225,-0.3038388216381892,0.027136149944757035,0.48375581763308767,0.4760454656084332,-0.0043937642238634795,0.11994568394029269
left_brow_slope,-0.06005382440340011,-0.06495824820307629,-0.07232653105900062,-0.09867264280517533,0.20476001285507414,-0.23384827538728,0.14361067865218852,-0.027200887336662614,0.29736404522123566,-0.07804005033940266,-0.24553721461070138,-0.31473052361215287,0.08641757562420488,0.23192944915630856,-0.2351671075280973,,-0.25965627520776535,0.3560019947104941,0.05239672029760524,1.0,0.4588149896579158,-0.09301681093429869,-0.07232653105900062,0.20476001285507414,0.224300244583008,-0.03353182289882934,0.7267347638338129
right_brow_slope,-0.061187065370886216,0.08032247686631117,0.08953455577986327,-0.24795096789014254,-0.18423652660552606,-0.04965801012779056,-0.11725753157665862,0.019941319011288334,-0.07533164885243065,0.10068439705896402,-0.5010269545656653,-0.6301623755138657,-0.12365495153810892,-0.262893107548555,0.20090941073637072,,0.21277885839900149,-0.35445299224518767,-0.031300678682817225,0.4588149896579158,1.0,0.02794768975502742,0.08953455577986327,-0.18423652660552606,-0.16129214163172492,-0.08394030771133662,0.6213118209147612
cheek_distance,0.19294713037573544,0.13579991041083223,0.11604039935067428,0.061870694997813,-0.13818545568309887,-0.04271347842163806,-0.13200971648572016,-0.11432705697728865,-0.14888490223649775,0.06271840146980728,0.2297047921829658,0.11778264086614484,0.01042161627465412,0.18563714856821809,0.03421677332118093,,0.18382606693615297,0.03822709652126526,-0.3038388216381892,-0.09301681093429869,0.02794768975502742,1.0,0.11604039935067428,-0.13818545568309887,-0.12219075471134024,-0.030391081772100165,-0.10033684594529658
vertical_mouth_openness,0.16238794820914165,0.9502805684055081,1.0,0.015859244662603047,-0.03372450043503517,0.04453124790007239,-0.28384710253557305,-0.07017294541890058,-0.0439219848163778,0.9691337552839728,-0.08766061893902428,0.0700657120186246,0.00867153598239989,0.08475306888016476,-0.23485328966073013,,0.5113760481458686,-0.1849567757136771,0.027136149944757035,-0.07232653105900062,0.08953455577986326,0.11604039935067428,1.0,-0.03372450043503517,-0.03381459428482177,0.001573002288570245,-0.012350838831221811
left_eye_openness,0.13518135286433855,0.015880905800109812,-0.03372450043503517,0.29575187895363153,1.0,0.02068823563102424,-0.06727385414180817,0.10806543621030229,0.8624267555720008,0.04888309736019477,0.019742792866015338,0.05980340654008827,0.0025878903928845476,0.15857517947814564,-0.38974910541558655,,-0.09420084258222391,0.42643363181209104,0.48375581763308767,0.2047600128550741,-0.18423652660552603,-0.13818545568309887,-0.03372450043503517,1.0,0.9283771484699685,0.163622922480989,0.13828792582567923
right_eye_openness,0.10804705808744751,0.020988928824446383,-0.03381459428482177,0.1577441806563467,0.9283771484699685,-0.11733045590238132,-0.07196323195969558,0.09787053013541921,0.8633837127399918,0.044556057066457204,-0.07194886318355051,0.003320389465017557,0.012774255468395198,0.17431931106031637,-0.39782208938072317,,-0.09969298445156338,0.42736545092838785,0.4760454656084332,0.224300244583008,-0.1612921416317249,-0.12219075471134024,-0.03381459428482177,0.9283771484699685,1.0,-0.19081674282126915,0.08175349014247218
eye_openness_ratio,0.06639836212940681,-0.008174433224833542,0.001573002288570245,0.301529771439839,0.163622922480989,0.29708898430163344,0.0060246180579490586,0.00399553364730973,0.01865535312036574,0.008202436283371856,0.22940719560677056,0.16361190950076684,0.0898733972107257,-0.016740685765025635,0.0011724782084132713,,0.009749245110946882,0.024343974924505955,-0.004393764223863479,-0.03353182289882934,-0.08394030771133662,-0.030391081772100165,0.001573002288570245,0.163622922480989,-0.19081674282126915,1.0,0.12213404629411483
forehead_height,0.08023807208479185,-0.02940785432909937,-0.01235083883122181,0.34106533025330293,0.13828792582567923,0.3153833797154044,0.07118960913304129,0.0181537361359163,-0.025807813031111525,0.0005369064722957764,-0.04613310411979325,-0.2865587536158122,0.0013520027320252028,0.024405304573494633,-0.031549077681517,,-0.10416777257418577,0.10749898515567599,0.11994568394029269,0.7267347638338129,0.6213118209147612,-0.10033684594529658,-0.01235083883122181,0.13828792582567923,0.08175349014247217,0.12213404629411483,1.0
